feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,0,-0.11227654,0.46769416,0.67073625,0.6039978,0.40296283,0.19976829,-1.5557477
attn_0_0_outputs,1,0.231309,-0.9221469,-0.019358495,-0.09501261,0.06931539,-0.22884127,-1.4253477
attn_0_0_outputs,2,0.82152706,0.62947345,-0.9879495,0.6968834,-0.092482485,0.13661414,-1.2744601
attn_0_0_outputs,3,0.5243066,-0.0056553,0.22816232,-0.38131362,0.38749573,-0.09622627,-1.5521246
attn_0_0_outputs,4,0.04487228,0.4848027,0.13468987,0.64956176,-1.4657898,0.30416834,-0.8436221
attn_0_0_outputs,5,0.005022013,1.0699915,0.7707599,0.93910015,0.398251,-0.77395195,-1.0858462
attn_0_0_outputs,<pad>,-0.071156256,0.41816047,-0.0809868,-0.38064134,-0.056187656,-0.36996397,0.2242469
attn_0_0_outputs,<s>,-0.9725506,0.71418506,0.2673309,0.04554385,0.22876608,0.30059454,3.8575191
attn_0_1_outputs,0,0.81487936,-0.4129384,-0.13146263,0.3837808,0.06279642,0.269553,-2.1866133
attn_0_1_outputs,1,0.19740628,1.0873817,0.6173418,0.1935167,0.93152255,0.734932,-3.823797
attn_0_1_outputs,2,0.060125675,0.08788464,0.9316513,0.48238668,-0.14094357,0.08838968,-1.6062292
attn_0_1_outputs,3,-0.15976216,-0.8284402,-0.2664838,1.2568904,0.34652352,-0.6020114,0.7241664
attn_0_1_outputs,4,-0.011303266,-0.3997786,-0.43204895,0.6583402,0.33752766,0.44162428,0.28851652
attn_0_1_outputs,5,-0.0942332,-0.22904919,0.30281988,0.80222493,0.46929535,0.057209976,0.84822553
attn_0_1_outputs,<pad>,0.4585059,-0.16523261,0.11797327,-0.20253633,0.06195578,-0.64038527,0.3566846
attn_0_1_outputs,<s>,0.38534662,-0.32461715,0.73958266,-1.9821684,-0.12166707,-0.3596868,3.5690289
attn_0_2_outputs,0,-0.1854062,0.12964486,1.1709358,0.0680425,0.27788752,0.10091885,-1.3370104
attn_0_2_outputs,1,-0.20169201,-0.28307268,0.3712396,0.91734344,0.84665364,-2.6025774,-2.5056605
attn_0_2_outputs,2,-0.16040649,0.12659949,0.16092302,-0.07871761,-0.32749042,-0.5476893,-0.36211726
attn_0_2_outputs,3,-0.53923756,0.107020505,-0.22111067,-0.4337929,-0.03353116,-0.6680957,1.7817961
attn_0_2_outputs,4,0.10123552,0.16513401,0.3918762,0.0016219028,0.15425777,0.16713054,-0.632467
attn_0_2_outputs,5,0.36535746,0.895563,-0.15804234,0.031164743,0.4176644,2.7656512,-3.9649136
attn_0_2_outputs,<pad>,-0.14229919,-0.9634011,0.17719194,0.034249872,-0.33274758,0.082888246,0.5649019
attn_0_2_outputs,<s>,0.62952274,-0.028127147,0.668002,0.30453897,-0.08421946,-7.3947635,3.9129739
attn_0_3_outputs,0,1.1305615,0.32358375,0.5026716,0.30521378,0.68849456,0.34189692,-1.9532821
attn_0_3_outputs,1,0.3923231,0.4069239,-0.17221136,-0.19730592,-0.18313475,-0.21936771,2.7671282
attn_0_3_outputs,2,-0.5277277,0.01207397,0.6758139,-0.0072360174,-0.09455097,-0.18768616,-0.95736337
attn_0_3_outputs,3,0.07614593,0.098741196,-0.119717084,1.0152909,0.33777416,0.096439004,-1.4391006
attn_0_3_outputs,4,-0.1205426,0.38284174,-0.31909803,0.42123982,0.7493311,0.30665755,-1.3385625
attn_0_3_outputs,5,-0.31851026,0.7870102,-0.036150597,0.45105404,0.37704483,-0.0756625,-0.31584364
attn_0_3_outputs,<pad>,0.29793087,-0.17491716,0.24637195,-0.5373409,0.08372412,-0.5732259,0.23737578
attn_0_3_outputs,<s>,-0.020874308,0.8898445,0.28704345,0.8241723,0.6546024,0.4610444,-1.9258667
attn_1_0_outputs,0,-0.10304625,0.6720005,0.31319612,0.5418203,0.36214676,0.37149745,-1.4355059
attn_1_0_outputs,1,-0.12741171,0.013921121,0.09556791,0.22986671,0.22033994,0.2536549,-0.61791295
attn_1_0_outputs,2,-0.2913536,0.1547849,-0.243039,0.06840018,-0.059542056,0.0315735,-0.5555795
attn_1_0_outputs,3,0.24205476,0.37398624,0.35410398,0.037575107,0.3648265,0.33430356,-0.97160894
attn_1_0_outputs,4,-0.21244948,0.18892008,-0.12851037,-0.011188051,-0.29853433,0.20527172,-0.4894727
attn_1_0_outputs,5,-0.16112554,0.22987995,-0.14110817,0.09697217,0.12539688,0.41039634,-0.76594836
attn_1_0_outputs,<pad>,-0.7369692,-0.106965646,-0.38081405,-0.5074477,-0.70535403,-0.628758,1.2954181
attn_1_0_outputs,<s>,-0.18823212,0.03498672,-0.22051778,0.31271225,0.19363272,0.35773504,-1.1414064
attn_1_1_outputs,0,1.8619758,0.6634602,0.3205451,1.6427408,0.95732987,0.72659254,-4.0378156
attn_1_1_outputs,1,0.6924232,0.5704591,0.121986836,-0.22216348,-0.6700374,-0.27989104,-0.5119856
attn_1_1_outputs,2,-0.46864495,0.9749707,1.0298873,-0.5433604,0.05440684,0.46961674,-2.4819505
attn_1_1_outputs,3,0.67654026,0.7945307,0.8099787,-0.07267894,0.17875433,0.78538835,-2.1997828
attn_1_1_outputs,4,0.022416908,-0.02196485,-0.64102846,0.043256346,0.070088975,-0.18607935,0.20555547
attn_1_1_outputs,5,-0.17657728,-0.3009309,0.6555919,0.25995165,-0.5142215,-0.26167879,0.8397848
attn_1_1_outputs,<pad>,0.28268746,-0.03196982,-0.44605237,0.47372252,-0.15816596,-0.060847238,0.3231909
attn_1_1_outputs,<s>,-1.0095615,-0.29911542,0.10792569,-0.2359408,-0.13559024,-0.58858675,1.4022845
attn_1_2_outputs,0,2.0212903,-0.20199844,0.24697481,-0.10476782,0.0877461,-0.08086238,-1.5223879
attn_1_2_outputs,1,-0.27899942,0.6379097,0.19489264,-0.093272865,-0.047492173,-0.09281853,-1.9977185
attn_1_2_outputs,2,0.33675098,-0.3375554,1.5174923,-0.05674511,-0.44025752,0.18823774,-1.6222514
attn_1_2_outputs,3,0.16791572,-0.58014846,0.25735533,1.9350529,-0.2551872,-0.06343046,-1.0426679
attn_1_2_outputs,4,-0.0782094,-0.59682,-0.48233566,0.069157675,1.2539347,0.0506347,-1.573861
attn_1_2_outputs,5,0.15404882,-0.20134698,0.0886001,-0.017146459,0.17330362,0.6441695,-0.38459373
attn_1_2_outputs,<pad>,-0.10770576,0.3345432,-0.48161036,-0.12167694,-0.4757723,-0.4935086,-0.04187092
attn_1_2_outputs,<s>,-0.51460224,0.049247287,-0.0012251457,-0.01504641,0.33137354,0.3102827,1.6633378
attn_1_3_outputs,0,0.07425146,-0.24181755,-0.13597657,0.0759889,-0.13015108,-1.5999434,2.3249764
attn_1_3_outputs,1,-0.72044504,-0.19486743,1.6560006,0.087137714,1.3759761,0.4683198,-3.2873027
attn_1_3_outputs,2,-0.220701,-0.8485746,-0.5269402,-0.16158721,-0.36971417,0.3010972,0.08077301
attn_1_3_outputs,3,1.3889587,-0.36754575,0.273532,0.81834203,-0.26867938,0.14857014,-2.0069263
attn_1_3_outputs,4,-0.09615474,-0.4530319,-0.7219453,-0.41792056,-1.0478635,0.08786964,0.98085606
attn_1_3_outputs,5,-0.5930515,1.1272796,0.7148197,0.743848,0.7198125,1.4407555,-5.140968
attn_1_3_outputs,6,0.25841907,0.69365543,0.6648228,0.6301375,0.4369272,0.14134821,-2.333225
attn_1_3_outputs,7,0.32639897,-0.5420344,0.12362117,0.43910816,0.31810102,1.134681,0.9561866
