feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,0,1.2327793,-0.15732893,-0.3978394,-0.38952166,-0.93969864,-0.53975606,-0.16175143
attn_0_0_outputs,1,-0.27389187,1.5075336,-0.4406841,-0.25046402,-0.87261206,-0.7345478,0.16165724
attn_0_0_outputs,2,-0.27841786,-0.1221847,1.0623823,-0.3567181,-0.92741936,-0.75386626,-0.21122392
attn_0_0_outputs,3,-0.06654152,0.20485616,-0.15145099,1.2190018,-0.8191996,-0.6790123,-0.090749115
attn_0_0_outputs,4,-0.40876314,-0.20856671,-0.52065164,-0.6179749,1.8792101,-0.8580281,-0.61305743
attn_0_0_outputs,5,0.043564484,0.14505401,-0.123628505,-0.13291256,-0.59261614,1.3446832,-0.028507384
attn_0_0_outputs,<pad>,-0.598994,-0.23843977,-0.2822532,-0.17846452,-0.34974274,0.041905977,-0.023752661
attn_0_0_outputs,<s>,0.9567884,-0.46689424,-0.3463799,0.31689918,-0.8151487,0.005560793,-0.03963197
attn_0_0_outputs,_,0.90364677,-0.8689213,-0.7716184,0.035373416,0.14080144,-1.3707995,-0.08209833
attn_0_0_outputs,_,0.58925545,0.62506616,-0.6152088,-0.60396415,0.1612405,-0.3942318,0.45578545
attn_0_0_outputs,_,0.071194254,0.09893452,-0.5257852,-0.11904648,0.41392976,-0.46534467,0.5725334
attn_0_0_outputs,_,-0.007496344,-0.557693,0.5267315,-0.21929055,0.016534714,-0.10924877,0.11712239
attn_0_0_outputs,_,0.49517602,-1.3744516,0.03065354,0.018268444,0.3302795,0.40559396,0.2789495
attn_0_0_outputs,_,0.013722976,-0.35560927,-0.8291596,0.25828794,-0.3465613,-0.3638708,0.2650701
attn_0_0_outputs,_,-0.08144563,0.7029316,-0.33066335,-0.61321926,-0.5128876,0.262039,0.22116207
attn_0_0_outputs,_,0.6652534,0.27718714,-0.6604162,0.08532811,-0.19124727,0.09332523,0.32237297
attn_0_0_outputs,_,0.19852307,-1.0016636,0.578497,-0.109014176,-0.0018341802,-0.0396946,0.24697617
attn_0_0_outputs,_,0.038319927,0.2910189,-1.007049,0.7734392,-0.11302007,0.16997461,-0.11739184
attn_0_0_outputs,_,0.50372356,-0.36225155,0.03614507,-0.98597765,0.048436075,0.043673705,0.6926137
attn_0_0_outputs,_,0.70211554,-0.44560024,-0.24373458,-0.18512528,-0.4409667,0.3602806,0.6236477
attn_0_1_outputs,0,2.2216842,-0.20711952,-0.49238566,0.117761046,0.13922435,-0.54969126,-1.8900251
attn_0_1_outputs,1,0.5156076,0.70530593,0.866368,1.1983778,0.68927395,-0.2813968,-3.0960217
attn_0_1_outputs,2,-0.21477419,0.61087114,0.19770633,0.39360243,0.34568042,-0.5011722,-1.6290128
attn_0_1_outputs,3,0.5535995,0.8964153,0.036235373,0.38238862,0.38473317,-0.8009921,-0.6177928
attn_0_1_outputs,4,-0.026913531,0.84212023,0.3288108,0.19044758,-0.17523469,-0.061687235,1.6364464
attn_0_1_outputs,5,-0.7519883,-0.1694708,-0.17315769,-0.52666116,-0.685237,1.3655481,3.9558108
attn_0_1_outputs,<pad>,0.1901985,-0.17226794,0.63686985,0.15365355,0.5859785,0.35397366,0.31693473
attn_0_1_outputs,<s>,-1.3534722,0.073710255,-0.08092147,-0.2435058,-0.54280525,-2.2192411,1.5165657
attn_0_1_outputs,_,0.82480264,-0.360277,-0.61041105,-0.10591405,-0.39774558,-0.15519689,0.08583229
attn_0_1_outputs,_,0.35671946,0.905441,0.28830552,-0.36745748,-0.28768563,0.05875619,0.017026586
attn_0_1_outputs,_,0.20809145,0.25808144,-0.036333807,0.0033086056,-0.3134966,-0.3359571,0.30290192
attn_0_1_outputs,_,0.22199135,-0.80672246,-0.11926092,-0.029995533,0.06086771,-0.7065736,0.2803025
attn_0_1_outputs,_,0.22416347,-0.48145014,-0.5356288,0.2006079,0.18446444,-0.006899547,1.075574
attn_0_1_outputs,_,0.7937627,0.23105027,-0.59658927,0.8100886,-0.3210123,-0.66971034,0.80796796
attn_0_1_outputs,_,0.7116548,0.96112525,-0.5524515,-0.49294207,-0.077834055,0.23352037,0.2151959
attn_0_1_outputs,_,0.96824974,-0.010291591,0.17125608,0.7404649,-0.72268146,-0.5440429,0.9072587
attn_0_1_outputs,_,1.3440233,-0.44886273,0.26509047,0.28865057,-0.5789149,-0.17423601,0.6387097
attn_0_1_outputs,_,0.03749387,0.25839117,-0.9854095,0.20688961,0.116587825,-0.5033662,0.33754766
