feature,value,0,1,2,3,4
attn_0_0_outputs,0,1.5279503,-1.2234412,-0.28323814,-0.42698467,-0.5951837
attn_0_0_outputs,1,2.3428292,4.911024,-0.9906091,-3.344871,-6.396252
attn_0_0_outputs,2,-1.1333234,-0.9614021,4.333359,-0.40824318,-3.7894495
attn_0_0_outputs,3,-2.4466865,-2.912589,-0.4107441,3.373922,0.432284
attn_0_0_outputs,4,-6.0168657,-5.810179,-2.6989493,1.8467174,6.4168615
attn_0_0_outputs,</s>,-1.8687263,-1.7393014,-0.44480705,0.5193122,3.5173728
attn_0_0_outputs,<pad>,-0.21789137,-0.27710426,-0.122612014,0.05325023,0.41571873
attn_0_0_outputs,<s>,-0.42215848,-2.4170027,-0.9684778,1.4148418,3.0743918
attn_0_0_outputs,_,-0.17229874,-0.04541036,0.01767858,0.79469156,0.35192
attn_0_0_outputs,_,-0.20434256,-1.360018,-0.5690708,0.8488949,0.5582784
attn_0_0_outputs,_,-0.04788475,-0.44131184,0.47270718,0.6299725,0.7336517
attn_0_0_outputs,_,-0.61537063,0.5449165,0.2241497,0.6693366,0.3695073
attn_0_0_outputs,_,-0.26445258,-0.2863171,0.24182701,0.9260152,-0.15410727
attn_0_0_outputs,_,-0.52863413,-0.43662244,-0.18920572,0.16600713,-0.06672558
attn_0_0_outputs,_,-1.2116532,-0.20458685,-0.33835003,0.054603957,-0.16450827
attn_0_0_outputs,_,0.009690523,0.36692506,-0.58366597,1.0098246,-0.26124227
attn_0_0_outputs,_,-1.158043,0.5048807,-0.2888929,0.06775758,-0.576879
attn_0_0_outputs,_,-0.54687595,-0.53352904,0.4118395,0.49585593,-0.07676445
attn_0_0_outputs,_,0.10291895,0.13005392,0.65887445,0.6074516,-0.54552907
attn_0_0_outputs,_,-0.35423782,-0.21356921,0.5359773,0.23154941,0.011118797
attn_0_0_outputs,_,-0.35617924,0.2150543,0.573049,0.52002347,-0.5623991
attn_0_0_outputs,_,-0.4319558,0.63100624,0.20874591,0.64079374,-0.39987013
attn_0_0_outputs,_,-0.42663056,-0.52880955,0.84512407,0.11468295,-0.3438865
attn_0_0_outputs,_,-0.31839642,0.20608898,0.047677767,0.59066087,0.10549479
attn_0_0_outputs,_,-1.2370237,-0.90096754,0.40460914,0.35094258,-0.6464919
attn_0_0_outputs,_,-0.3134956,-0.69011533,-0.16547203,0.47588897,-0.01880982
attn_0_0_outputs,_,-0.45825517,-0.14429669,0.056061503,0.2861334,0.22422294
attn_0_0_outputs,_,-0.3383269,-0.86556536,-0.28542128,1.3106755,0.55571765
attn_0_0_outputs,_,-0.20811331,0.88197553,-0.3606042,-0.10453669,-0.48386836
attn_0_0_outputs,_,0.0023381615,-0.61620456,0.69654405,0.2943877,0.095266685
attn_0_0_outputs,_,-0.09922045,-0.023411253,0.6807507,0.54779166,-0.5045596
attn_0_0_outputs,_,-0.52409405,-0.8833023,0.25015682,0.85717523,0.76895744
attn_0_0_outputs,_,0.25153095,0.19173416,-0.34973538,0.915212,0.31144068
attn_0_0_outputs,_,-0.5537703,-1.0184277,0.10097768,0.0625566,-0.6283277
attn_0_0_outputs,_,-0.028279115,0.08709129,0.2451279,1.2448287,0.17921613
attn_0_0_outputs,_,-1.2281672,0.03100798,1.0933409,-0.16241695,0.45023263
