feature,value,0,1,2,3,4
attn_0_0_outputs,0,0.084716216,-0.3627111,0.13122252,0.02986148,0.24906936
attn_0_0_outputs,1,-0.11093289,0.78424764,-0.18324527,-0.300121,0.20289181
attn_0_0_outputs,2,-0.016219568,-0.14273822,1.015569,-0.7024485,-0.8452464
attn_0_0_outputs,3,-0.7413851,-0.29712468,0.3195313,0.81055844,0.26420084
attn_0_0_outputs,4,-1.6167042,-1.1736606,-0.42465898,0.381218,1.645427
attn_0_0_outputs,</s>,-1.1164018,-0.5999173,0.18775655,0.62288064,1.0231951
attn_0_0_outputs,<pad>,-0.06447213,0.26360103,-0.10428097,0.7973375,1.3081121
attn_0_0_outputs,<s>,-0.36815616,-0.16241357,0.08174718,-0.3102146,0.757709
attn_0_0_outputs,_,-0.51531607,0.26941574,-0.29665446,-0.4178868,-0.5316444
attn_0_0_outputs,_,0.077207685,-0.09959064,-0.6113779,-0.3230777,0.27693483
attn_0_0_outputs,_,-0.067762196,0.25263938,-0.09934529,0.24439211,-0.22706348
attn_0_0_outputs,_,0.0014617612,-0.5860851,-0.77537835,0.36274162,0.26660568
attn_0_0_outputs,_,-0.31966132,0.24412686,0.13147497,-0.6485403,-0.29964185
attn_0_0_outputs,_,0.32059664,0.79060847,-0.5459841,-0.23090014,-0.15300807
attn_0_0_outputs,_,-0.38383353,0.38053742,-0.42184535,-0.05217489,0.096882485
attn_0_0_outputs,_,0.042168695,-0.053811386,0.03883851,-0.48007575,-0.42824662
attn_0_0_outputs,_,-0.51345384,0.1859367,-0.36599356,0.030355925,0.75614566
attn_0_0_outputs,_,-0.16452533,0.671103,-0.11499669,0.0824003,0.05885519
attn_0_0_outputs,_,-0.33747247,-0.5105909,-0.10093071,0.865754,0.19922878
attn_0_0_outputs,_,0.03928718,-0.061489467,-0.4897993,0.08490846,-0.06555526
attn_0_1_outputs,0,0.32623985,-0.7204084,-0.7336476,-0.22602417,-0.27505884
attn_0_1_outputs,1,-0.13688849,2.1974392,0.15300263,-2.651725,-1.0943464
attn_0_1_outputs,2,-0.73895705,-0.46459216,0.29245612,0.36470753,-0.1097641
attn_0_1_outputs,3,-2.3319936,-2.170539,0.30975857,2.2408783,-0.46169955
attn_0_1_outputs,4,-1.5429152,-1.0901339,-0.72209847,-0.68411654,3.1889224
attn_0_1_outputs,</s>,-0.49236593,0.008800838,0.20487212,0.94560015,0.09109878
attn_0_1_outputs,<pad>,-0.31143233,-0.72712123,-0.4947359,0.39422223,0.8468352
attn_0_1_outputs,<s>,0.06139596,-1.1666814,-0.0977306,0.1641851,1.7353467
attn_0_1_outputs,_,-0.48343575,0.043061405,0.7055059,-0.51210123,0.3309892
attn_0_1_outputs,_,-0.01697135,0.6576077,0.27626833,-0.9057342,0.5095454
attn_0_1_outputs,_,0.50753444,0.7239701,-0.27575153,0.5037651,-0.4340427
attn_0_1_outputs,_,-0.5950218,-0.1396193,-0.30077425,-0.14021857,0.39298442
attn_0_1_outputs,_,-0.32466403,0.35331985,-0.16884631,-0.7253526,-0.20646255
attn_0_1_outputs,_,0.3669707,0.47494885,0.3285877,0.3795191,-0.47770786
attn_0_1_outputs,_,-0.008372296,0.5313021,-0.13382258,0.69449866,-0.39337695
attn_0_1_outputs,_,0.81913173,-0.26630643,0.0854307,-0.19088107,0.5011017
attn_0_1_outputs,_,-0.04507024,0.08103295,-0.6663253,0.7352249,0.31144214
attn_0_1_outputs,_,-0.5030172,-0.2229367,0.028033588,-0.43031237,0.27680492
attn_0_1_outputs,_,0.19294703,0.35357276,0.12889156,-0.01563262,0.47428373
attn_0_1_outputs,_,-0.3875981,0.14062369,-0.40702853,0.5407617,0.65670747
attn_0_2_outputs,0,2.335241,-1.2445663,-1.2957953,-0.5391353,-0.7508287
attn_0_2_outputs,1,0.25301224,0.41906664,1.1183491,-1.1301537,-0.35383087
attn_0_2_outputs,2,-1.5467778,-0.39224333,0.34147042,-0.025331212,1.0969892
attn_0_2_outputs,3,-1.2316493,-0.56377095,0.14203256,0.7259185,1.3328277
attn_0_2_outputs,4,-2.5977125,-1.1030194,-0.6688009,0.42741853,2.9772675
attn_0_2_outputs,</s>,-0.46748036,-0.22761258,0.14314336,0.2607211,-0.01902829
attn_0_2_outputs,<pad>,0.14410906,0.11780347,0.66898876,0.45069754,0.9617195
attn_0_2_outputs,<s>,-0.47692665,0.56620187,1.3881148,2.2391467,-1.8917735
attn_0_2_outputs,_,0.096370555,0.07764147,-0.30258346,-0.1493474,0.070419356
attn_0_2_outputs,_,-0.44866198,0.47518992,-0.69946384,-0.063489586,-0.2544811
attn_0_2_outputs,_,-0.55276674,0.12815543,-0.38186637,0.14534208,-0.028727813
attn_0_2_outputs,_,-0.44969022,0.1877717,-0.575094,0.31311107,-0.06602627
attn_0_2_outputs,_,-0.42572027,0.62179494,0.45634916,-0.31576267,-0.12455221
attn_0_2_outputs,_,0.11623004,0.4624745,-0.12937208,0.020513278,0.060012687
attn_0_2_outputs,_,-0.08520501,0.519761,-0.11085514,0.90320814,-0.1681876
attn_0_2_outputs,_,0.14234163,-0.7046047,0.18553038,-0.3307317,0.24417137
attn_0_2_outputs,_,-0.013308111,0.23083676,-0.46561274,0.088234216,0.31675708
attn_0_2_outputs,_,0.58092535,0.3105692,-0.05497297,0.5255982,0.04076386
attn_0_2_outputs,_,-0.17142855,0.019052435,0.3696343,-0.18292004,0.6716481
attn_0_2_outputs,_,-0.6077681,-0.42420036,-0.13477954,0.6476304,0.17173554
attn_0_3_outputs,0,1.7615552,-0.25423014,-0.1461838,-0.08996589,0.6942496
attn_0_3_outputs,1,-0.13983095,0.03486338,0.24291523,-0.1409892,0.5548786
attn_0_3_outputs,2,-1.6234479,-0.59901756,0.7811704,0.3257266,0.23465468
attn_0_3_outputs,3,-1.9433548,-0.7628356,0.16954781,0.4481998,0.66305995
attn_0_3_outputs,4,-2.1933956,-0.7988292,0.35887545,0.6288392,1.3659198
attn_0_3_outputs,</s>,-0.8344375,-0.41668564,0.2713498,0.40532914,0.22766298
attn_0_3_outputs,<pad>,0.277702,-0.26763928,0.32234994,0.67904764,0.13586575
attn_0_3_outputs,<s>,-0.7875913,0.21773514,0.9426636,0.32172927,1.2377254
attn_0_3_outputs,_,-0.554178,0.5470153,-0.2848014,-0.30415997,-0.14359893
attn_0_3_outputs,_,0.15143663,0.56416845,-0.11806421,0.15078738,-0.7172439
attn_0_3_outputs,_,0.36880818,0.46254987,0.3308294,0.39876807,-0.26646057
attn_0_3_outputs,_,0.14830203,-0.121588014,0.025166437,0.114959784,0.40014392
attn_0_3_outputs,_,0.22985496,0.07258123,-0.0011347752,-0.011350485,0.03204497
attn_0_3_outputs,_,-0.9318227,1.0894125,-0.506379,0.18033446,-0.4745654
attn_0_3_outputs,_,0.5036675,0.41101983,0.417767,-0.6821088,-0.077105924
attn_0_3_outputs,_,0.26172835,-0.18332188,0.5421803,0.58506775,0.2778259
attn_0_3_outputs,_,-0.4350669,0.051766768,0.30323312,0.16121438,0.6023421
attn_0_3_outputs,_,0.7697233,-0.2757862,0.2669018,0.21873567,0.1253866
attn_0_3_outputs,_,-0.14953895,-0.035266507,0.3141352,0.34006348,-0.21419385
attn_0_3_outputs,_,-0.45263726,0.5514611,-0.084105454,-0.20601286,0.25640646
