feature,value,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,<s>
attn_0_0_outputs,0,2.5125542,-0.2308594,-1.1661938,0.2999545,-0.09145619,-0.6176217,1.5076021,0.13279432,-1.8112193,0.25506672,0.2724807,1.1533712,0.96802056,-0.23823,-1.7256067,-0.10791314,-1.0930734,-0.15410571,-2.138634,1.7459044,-0.08945862,-1.1348974,-1.876641,0.7448438,-0.75242853,1.02711,-0.9871119,-0.7348009,0.12164396,-0.3284326,-1.3398505,1.6853415,2.5370517,0.34352311,-0.5410049,1.1411964,-0.4211491,1.1049913,-1.3146662,0.23481831,-0.08285084,0.19834824,1.251089,-2.9956217,0.5118545,-0.8719428,-0.3894372,-1.6936419,0.45632702,-0.18832599,-0.12684262,-0.74248093,-3.0480592,0.35077402,-1.8667116,-0.94099087,-1.1694195,0.56004643,-2.7723835,-0.5911159,1.5034705,-1.0865511,-1.471503,1.5609852,2.0675745,1.3068928,-2.6987429,0.66117567,1.2622639,-0.5494934,-0.43843934,-1.5252655,1.2422506,1.9594748,-0.17902324,-1.414331,0.10345912,2.7487636,0.28431118,-0.6951031,-1.4948142,-2.29686,1.7815676,-1.6275059,-0.27306366,-1.6878011,-0.6584668,0.97029084,1.3316576,0.51071197,-2.2073712,-0.5232199,1.4132879,0.049849335,-2.5122924,1.3030512,0.8525829,1.0341271,0.3723741
attn_0_0_outputs,1,0.22726497,2.5922008,-2.6753366,-0.77936107,-1.6859559,0.9234911,-0.49373525,0.16908588,-0.120425634,-0.53824216,-1.2690494,-0.35758156,-1.0395174,0.32474783,0.95095825,-0.67333686,-0.4415001,-0.9368569,0.32232004,-0.9260539,-0.16833319,-1.0285159,1.0443447,-0.97170603,-0.026328962,0.031885017,0.81649786,1.119651,0.76560974,1.11876,0.07138923,-2.0693362,-0.11599601,1.140262,-0.6802038,0.37993985,-0.12047683,0.16001858,-1.485409,0.033202052,-0.6080938,-0.21562435,1.4547505,-0.8919919,-0.36894074,1.9161975,0.42022705,-0.30767137,0.78149694,0.92131543,0.8493176,1.7081552,-0.58239794,-1.0901465,-0.8593913,0.0843315,1.8800818,0.030487673,0.9964791,-0.6367253,-2.3820584,0.07394492,-2.1370718,-0.30425376,0.44598144,0.17269062,-0.13819171,-1.1857204,0.13254537,0.026616914,-0.4578123,-0.6517442,0.72183824,1.6783782,0.84338456,-1.6456677,1.7947571,-0.40860423,-1.3991525,1.8018888,-1.4423839,-1.5559108,-1.3806038,-0.54748505,1.3723818,-0.79967344,-1.2203059,-0.004246218,1.1854945,-0.55005956,-2.013502,-0.95094585,-1.6196747,-1.4592826,0.25462964,2.542208,0.77275175,1.2832862,0.8140114
attn_0_0_outputs,10,-3.6503084,-0.28447062,2.2995532,0.97406524,0.096389234,0.9910524,0.23469482,-1.7517898,-1.4611138,-0.8746335,0.36817443,-2.0300004,-0.8574126,0.8125201,1.5807842,1.2271152,2.9421382,-1.230832,0.79113173,-1.8311275,1.5212097,0.15545145,1.7197808,1.0685786,-1.2911062,1.5856214,-1.8744307,-1.9903598,-4.290678,0.16133855,1.2296733,-1.8600547,0.013835188,-0.4210495,0.9777669,-0.79704976,0.24490415,0.2762722,0.20214456,-0.7933169,2.0981157,-1.1090927,-1.1335003,0.41863328,-2.244992,-1.6115711,-1.9170198,-0.8718217,-1.0878878,1.7628651,0.3992075,0.2507925,-0.68671936,-0.12622064,-2.977766,0.45215076,-0.90081537,0.42139322,0.8433294,-1.3351576,2.5580258,0.64039403,-0.7194155,-2.266706,-1.466245,-1.1300805,0.07156949,1.1385428,-0.58722436,0.82005733,0.48912305,1.1933428,-0.9382351,1.5204072,-0.3718937,-3.1746314,0.7624538,2.6543694,-0.16036385,-0.026005762,-0.5067494,0.06817956,-2.9512794,1.5103674,-0.12827379,1.1717855,-1.1003153,-0.9907704,1.4754212,0.109516315,0.55998415,-1.7687477,0.12576975,0.53786176,-0.0953495,-0.51361907,0.27097887,1.3807876,1.4026401
attn_0_0_outputs,11,0.108874105,-1.833906,1.1619909,2.329742,-2.1300616,1.1108648,0.450109,-0.09288891,0.058628544,0.3916633,-0.85167384,-0.07725393,1.5828725,-2.086473,-1.4055111,-2.0715177,-0.5615531,-0.77884424,0.503869,-0.16942827,-2.1024678,0.9178619,-1.6406249,-0.8264282,-0.94844276,-0.66687846,-3.2110236,0.31783077,-0.90449876,0.87529063,-1.1694366,2.1248329,1.2126105,0.69551253,0.7540842,-0.17035103,0.30497643,0.7753347,-2.2326462,-1.15424,0.38691986,0.80010515,1.4787872,1.6882682,0.5335282,2.6444106,-0.61600363,-0.8853885,-0.011956454,-3.7940884,-1.4303714,-2.414201,-1.3862118,-2.0296614,0.63023436,0.23378807,0.007953341,1.290969,0.061455946,-0.6648758,-1.9117005,-1.0137033,1.3205268,-0.16490671,-0.040103752,-0.24596204,0.85368437,1.1970763,0.27577493,-0.4982786,-0.0902739,-1.3940067,0.22594398,0.89333624,-0.8032052,-1.5872048,0.22839704,-2.3175938,-0.16531494,1.257586,1.3995306,0.39730707,-0.72268057,-1.7447164,2.2277563,0.38218507,1.1310369,0.35914865,-0.774859,-1.2056034,0.31725046,-0.12753373,-0.96327907,-0.8523045,-1.0236406,0.97805774,1.5249506,-0.8730051,1.2096728
attn_0_0_outputs,12,-1.638114,1.0760329,-1.98723,0.43117726,2.6065738,1.6667526,1.3238208,-0.97207093,1.0954423,0.556232,0.24803245,-0.29125535,0.33354282,-0.47212252,-1.1390862,-0.34651977,-0.029402299,1.1353121,1.5111067,-0.4605137,0.24353978,-0.18973519,0.27323416,-2.0535004,0.108335026,-0.53760463,-2.1111758,0.5385655,1.5478907,-1.5600024,-0.46305677,1.9129404,0.8148955,-0.35304534,0.31288758,0.8625273,1.2585242,-0.4489093,0.8631192,0.12895359,-3.5613031,-1.4127845,-1.0284865,-3.499286,1.1510533,-0.90872216,-1.7908747,1.5419767,2.0759315,0.5796082,0.48073864,0.51133084,0.26330084,0.9667567,-0.18606147,-1.1845741,-1.8639905,-0.6267137,-0.90337336,1.1809397,-1.3716644,-1.4329922,-0.7256251,-1.6446623,-0.14622366,2.042344,0.5104022,1.4573767,-2.0770607,-0.6803508,0.79849994,0.9269019,-4.769486,0.5133072,-1.0320982,1.763944,0.29113355,0.29117766,0.26447088,0.29196003,-3.3350558,-2.5025752,-2.2797358,1.2969617,-0.7710168,1.8167367,-1.3152862,1.5702263,0.30964956,-1.7906312,-2.3575275,-2.1670675,0.60208976,0.13781999,-0.2935922,1.250693,1.361675,0.9663178,1.1943538
attn_0_0_outputs,13,0.92686224,-1.9377719,1.3361735,0.3179715,1.5359348,3.123985,-2.1774435,0.7013523,-0.71742606,-0.66456825,1.3317034,1.5131297,0.53957504,-0.4376817,0.9649352,-1.382183,1.1422969,-0.75374323,0.20493846,-1.331005,0.45310247,-0.3741533,-1.1926501,-2.440043,0.16284196,-2.6253614,-0.56417686,1.8173383,-0.456063,0.69841343,0.3308814,-0.8192179,-1.5117325,-0.8090109,-1.4463956,1.4797564,-0.6501963,1.7853631,1.4350111,-0.24880901,0.39149362,-0.30145103,1.091211,0.04201975,-2.0992887,-0.84267896,-3.1692588,1.3834502,1.2818654,-0.13423336,-2.3979409,-1.1921821,2.7234395,-4.1016316,1.2613907,-1.4127625,-3.251752,-3.1258838,0.33451244,-1.3199935,0.83926886,-2.8556006,1.5155568,-2.2644675,-0.19157553,0.69100827,-2.659843,-1.314086,-0.9233919,-0.48225915,-2.2172167,1.444681,-1.3890845,1.2634786,-1.4365408,1.6860834,-0.57896405,0.5197205,2.136097,0.7272396,0.974748,-1.4361608,0.56176,-0.4484651,0.5411544,-2.7505221,1.927125,0.68542886,-1.5737928,1.3549862,2.02564,-0.13855278,0.12276531,2.3610437,0.55720586,-1.8252789,-0.024623943,-0.57074296,-0.6079563
attn_0_0_outputs,14,0.16751829,0.31560892,2.656096,-0.20310943,0.7713014,1.9935006,1.8911821,1.587034,0.03437567,0.99603367,0.8869345,0.2904583,1.9856507,-0.33294907,0.17417918,-0.7851944,-2.4355571,0.5568318,0.3848729,1.3812977,-2.2755148,-0.05439339,1.1789073,0.91246104,3.7748723,-1.5263385,0.08355953,-3.9530962,-0.3647278,-0.77935183,-0.82425535,0.58041143,-4.12162,-1.4522661,0.24032363,0.27482188,0.097488634,1.2260376,-1.81594,0.7685395,0.53597313,2.4431844,0.3253742,-1.1319586,-0.6159973,-1.7741603,-0.51977295,0.1326091,-0.012566192,-3.6657434,0.04090328,1.9686595,-1.0872551,-1.8287046,-0.119935736,-1.4863994,1.5806414,-2.613785,-0.32495552,-0.6193128,0.42811516,0.08090735,-1.3528244,-1.5716928,-0.65018255,2.2265558,1.4307479,0.21364544,0.3816943,-1.6223469,-1.4575006,1.3247472,-2.3456292,0.87156534,1.5297853,-1.6429932,1.6071198,-1.0566484,-2.6469035,-1.6529163,-0.57274497,-2.4159176,0.8785057,1.3281616,-1.6290575,-1.0341578,-0.11215902,-0.30014428,-0.9086719,-2.5180717,1.1758013,0.57306254,0.3584838,1.0462652,-1.3672049,-4.207363,0.091753334,1.0029055,0.24200636
attn_0_0_outputs,15,-1.259811,1.4836768,0.19834946,1.9618602,-0.21128522,-5.2943377,-0.52348536,1.5491873,0.24436428,0.14817367,-0.8280434,-4.5932508,-1.9778656,3.0447838,-0.7310524,1.1375052,-0.7328051,-2.027785,-0.8582472,-0.6180083,-1.9179444,-0.9121004,-0.89960873,0.59028476,0.8157475,0.1119383,0.43967035,0.5270693,-0.11313642,-1.558579,1.1271487,-0.56180155,1.3668947,-0.077490784,-0.4898326,-1.1658919,-0.9467137,-1.2295811,-2.2540083,0.734193,-1.3187594,-2.142742,-0.33576173,1.6575055,-0.56758785,0.8862167,0.99679613,-0.60360307,-1.4170067,-4.511241,-1.4366124,1.1448165,-1.3224891,2.0215929,2.1690755,-0.0656764,-1.6235312,-0.55831265,-1.7404221,0.2536428,-0.7746292,-0.13443144,2.0389965,-0.6696092,0.19183855,-0.1866081,0.27336705,0.8303544,1.0942287,2.2611415,-0.5014416,2.0967014,-4.1636662,-2.0021923,1.5043833,0.16040002,0.91762346,1.7971394,1.1627579,-0.7600339,1.5525165,1.1206565,0.9436181,1.9102615,1.7182162,1.6368288,1.2554778,0.32264456,0.03244039,-3.5457492,-0.38858965,-0.18929896,1.0985495,0.41101927,-2.831936,-0.867753,-1.3549646,-3.116701,0.40208992
attn_0_0_outputs,16,1.0424681,-3.8598034,0.18136966,-2.6312788,-0.3953615,0.08082289,-1.1055495,-0.6879293,2.770019,1.2127157,0.6335627,1.7724416,1.7083545,1.0242865,-1.6720159,-0.4545714,1.0845013,0.798724,0.40689754,0.63033223,0.36379507,-3.7673535,-2.4759939,-1.994348,0.4570214,-0.2584723,1.399723,-3.8469167,1.4177486,0.14106883,-0.41046563,-0.55725664,1.5330092,-0.5966214,1.4178785,1.7357454,-2.8134542,0.47996265,0.61089766,0.9311665,-1.5228736,-1.6847085,0.6600005,0.78683203,-0.09336246,-2.4804044,0.49841583,-0.8410261,0.17866069,-0.9534247,-1.8605505,-0.39963758,-0.9440079,1.4167211,-0.047113698,-2.9714348,1.2811049,-0.912352,-0.75959045,-0.2969434,-1.5099928,0.49018085,0.40454584,-1.9307472,-1.959619,0.94307005,0.782207,2.1375742,-0.0068366244,-1.1345936,0.15723202,-2.127074,1.9868133,-2.7015653,0.46021268,1.4444107,-0.39237148,-0.12250174,0.45371777,-0.04299786,-1.0461107,1.1707951,1.3782302,0.7492831,1.2344687,-2.1434824,0.9963986,0.32354006,-0.1608508,-0.73134404,-1.6478277,-0.5413973,-1.4371672,-0.37003174,1.9592059,-1.5800368,-0.056599915,-1.5858415,0.50474674
