feature,value,0,1,2,3,4
attn_0_0_outputs,0,0.9134067,4.197928,0.59179,-1.4339724,-1.9976542
attn_0_0_outputs,1,-4.6778398,-1.3611314,0.30908623,1.0640965,1.731837
attn_0_0_outputs,2,-2.7764587,-1.6883215,2.2674887,-0.45418057,0.1115988
attn_0_0_outputs,3,-1.6145315,-2.8717628,0.07020465,2.3094318,1.1271045
attn_0_0_outputs,4,-2.4777145,-1.2294858,0.34910718,0.95900947,1.8076066
attn_0_0_outputs,</s>,-12.45445,-4.56332,1.8412187,2.754925,3.303381
attn_0_0_outputs,<pad>,-0.6051393,-1.0852643,0.03081228,0.9887112,0.5710296
attn_0_0_outputs,<s>,-1.797872,-1.1928115,0.31929192,1.1040906,2.3176606
attn_0_0_outputs,_,0.5731729,0.3294716,-0.27828604,0.039199237,0.40761483
attn_0_0_outputs,_,-0.07206341,0.58555955,-0.09216048,-0.34865943,-0.769308
attn_0_0_outputs,_,0.43148488,-0.052409,-0.33559513,0.09914323,-0.045771495
attn_0_0_outputs,_,0.54936373,0.013859926,-1.0029178,-0.8033979,-0.54999226
attn_0_0_outputs,_,0.1889993,0.90737003,0.7209593,-0.62373525,-0.8678389
attn_0_0_outputs,_,0.9700406,1.1527506,-0.11134327,-0.13025127,0.16858402
attn_0_0_outputs,_,0.73006934,0.10216653,0.28593007,-0.29373074,-0.5547399
attn_0_0_outputs,_,0.6243182,0.94761723,0.10536138,0.25769544,-0.72121865
attn_0_0_outputs,_,0.62545866,0.46017125,-0.8205143,0.1936463,-0.21221648
attn_0_0_outputs,_,0.5701564,0.611525,0.1300162,-0.29665303,-0.016964981
attn_0_0_outputs,_,0.23890509,1.2103109,-0.40812585,-0.082484,-0.49382263
attn_0_0_outputs,_,1.1004075,0.55450094,0.18999071,-0.29033884,-0.92656875
attn_0_0_outputs,_,0.37799057,0.5456299,0.06497495,-0.61671615,-0.44180772
attn_0_0_outputs,_,0.8751772,0.20484734,0.5665227,0.5405792,-0.6961095
attn_0_0_outputs,_,-0.40545335,0.06788358,0.680273,-0.25420207,-0.41993225
attn_0_0_outputs,_,0.1756696,0.3828199,0.11928327,-0.45029148,-0.7804081
attn_0_0_outputs,_,-0.35893705,0.18879329,-0.58281946,0.098428704,-0.37842524
attn_0_0_outputs,_,0.2717567,-0.026089575,0.19431728,0.60514706,-1.7643079
attn_0_0_outputs,_,-0.22102325,0.7057777,0.58746576,0.42110088,-0.77150947
attn_0_0_outputs,_,-0.0027215928,-0.26475877,0.6726072,0.47143775,-0.4432126
attn_0_0_outputs,_,-0.7599838,0.07387243,0.45348236,1.0773765,-0.4053802
attn_0_0_outputs,_,-0.05836871,0.07010654,1.1254034,1.4233769,-0.7750141
attn_0_0_outputs,_,-1.0590633,0.006144743,0.07865494,1.1279625,-0.9143627
attn_0_0_outputs,_,-1.2280688,-0.3320859,0.7477321,2.1063583,-0.6566304
attn_0_1_outputs,0,-1.3582587,-0.85487586,0.36592597,0.8193461,0.090417586
attn_0_1_outputs,1,-1.5226365,-0.23444928,0.64501077,0.9279675,0.2000645
attn_0_1_outputs,2,-1.7872804,-0.63416404,1.0649422,0.19326141,-0.7479363
attn_0_1_outputs,3,-2.1004217,-1.1636091,0.5224982,1.355937,-0.023587871
attn_0_1_outputs,4,-2.2785218,-1.4669347,0.050449397,0.69568,1.0192254
attn_0_1_outputs,</s>,-5.97243,-3.3050084,-1.4260442,0.7837011,4.986492
attn_0_1_outputs,<pad>,-0.8668454,-0.9561278,0.84226924,0.36236712,1.3125404
attn_0_1_outputs,<s>,-2.2573912,-1.3791457,-0.013675322,-1.2540838,4.5855284
attn_0_1_outputs,_,0.7188863,0.2597454,0.38557652,0.18994614,-0.31881183
attn_0_1_outputs,_,0.70427537,-0.30798078,0.2151635,-0.709588,0.016202776
attn_0_1_outputs,_,0.94189304,-0.4359519,0.2424292,-0.32001248,-0.21900521
attn_0_1_outputs,_,0.9352904,-0.40901706,0.6009526,-0.9638434,-0.73248476
attn_0_1_outputs,_,0.84180754,-0.22531182,0.11773366,-0.7734497,0.32395288
attn_0_1_outputs,_,0.10115698,1.0697545,-0.11271852,-0.008611023,-1.0080494
attn_0_1_outputs,_,-0.15767346,0.32112956,-0.2213406,-0.74122953,-0.14731677
attn_0_1_outputs,_,0.5231987,-0.28704458,-0.030743588,-0.1010541,0.003499871
attn_0_1_outputs,_,-0.11823401,0.25909328,-0.12907861,0.0033216309,-0.27989066
attn_0_1_outputs,_,-0.039517704,-0.51459277,0.11831543,-1.2129084,-0.571416
attn_0_1_outputs,_,0.3696572,-0.5504314,-0.20014709,-0.24858847,-1.25946
attn_0_1_outputs,_,1.4075235,0.80613226,0.35670266,0.07821481,-0.62200326
attn_0_1_outputs,_,-0.07707362,0.18877362,-0.32634792,0.14191394,0.045064557
attn_0_1_outputs,_,0.056007523,0.14229237,0.117639445,-0.28503132,-1.2394497
attn_0_1_outputs,_,0.31710368,0.4198008,0.41911915,-0.80016154,-0.88236713
attn_0_1_outputs,_,0.011131679,-0.501551,-0.07874844,-0.032331314,-0.1546722
attn_0_1_outputs,_,0.61465824,0.35984772,0.16004744,-0.36505467,-1.3276855
attn_0_1_outputs,_,0.72956955,-0.5052207,0.4105215,0.36600643,-0.06673044
attn_0_1_outputs,_,0.44398573,0.38258332,0.3698947,0.3647476,-1.496775
attn_0_1_outputs,_,0.6973086,-0.09660403,0.028824255,0.51987416,-0.41394934
attn_0_1_outputs,_,-0.7018287,0.07514743,0.31057516,0.65035945,-0.70710486
attn_0_1_outputs,_,-0.09270478,-0.14741813,0.5510189,1.0424236,-0.92983407
attn_0_1_outputs,_,-0.34993324,-0.33772516,0.56355923,1.5055774,-0.52937764
attn_0_1_outputs,_,-0.722413,0.2340008,0.14627802,0.78523254,0.062755756
attn_0_2_outputs,0,-2.1574736,-1.0173272,0.57377577,1.1291927,0.79496616
attn_0_2_outputs,1,-2.5457327,-0.62072253,0.64366037,1.0544126,0.78665245
attn_0_2_outputs,2,-2.7874281,-1.0726218,0.89804685,0.54932606,0.035590194
attn_0_2_outputs,3,-2.79373,-1.3493648,0.5467444,1.5097826,0.575913
attn_0_2_outputs,4,-2.8605325,-1.4971853,0.41671416,1.3495834,1.8913484
attn_0_2_outputs,</s>,-2.940726,-2.014315,0.017066484,1.8428296,3.6334403
attn_0_2_outputs,<pad>,-1.506886,-0.66367984,0.37667325,0.40487823,1.5348773
attn_0_2_outputs,<s>,-4.7895274,-2.7704287,-0.030763628,1.1571802,2.627709
attn_0_2_outputs,_,1.0103346,-0.25258788,0.48727736,-0.140806,-0.09771691
attn_0_2_outputs,_,0.945449,0.40194562,0.16847657,-0.698587,-0.25630817
attn_0_2_outputs,_,1.1680585,1.1967514,0.21617268,-0.20184796,0.41065937
attn_0_2_outputs,_,0.56531537,1.0803843,0.19993466,-0.2988498,0.041203097
attn_0_2_outputs,_,0.1933879,0.55044466,0.98486894,-0.51463896,-1.0027744
attn_0_2_outputs,_,0.58156526,1.0826806,-0.32817265,-0.038598917,0.30447876
attn_0_2_outputs,_,0.7979481,0.40107086,-0.07884177,-0.5319086,-0.7544564
attn_0_2_outputs,_,0.615779,0.22360769,0.5948575,-0.5932748,-0.6455344
attn_0_2_outputs,_,0.18413079,0.9114102,0.34483156,-1.1870073,-1.0128762
attn_0_2_outputs,_,0.6795847,0.15287937,0.31702277,-0.823854,-1.1312128
attn_0_2_outputs,_,0.8505398,1.0476573,0.51651245,-0.8416504,-1.1998339
attn_0_2_outputs,_,0.09337258,0.8487353,1.1207904,-0.7422502,-1.0201994
attn_0_2_outputs,_,1.2483006,1.1379462,-0.112801515,-0.20961355,-0.5025291
attn_0_2_outputs,_,0.8782209,0.7176836,0.7297326,-0.23050545,-0.7027791
attn_0_2_outputs,_,0.40822998,0.5025638,1.0510105,-0.6463866,-1.189915
attn_0_2_outputs,_,-0.23843735,1.0773281,0.58402133,-0.38604403,-1.4585028
attn_0_2_outputs,_,0.2361621,0.18248221,-0.009295046,-0.6278594,-1.1563146
attn_0_2_outputs,_,0.2880378,0.6051191,1.330015,-0.8836367,-1.3969284
attn_0_2_outputs,_,-0.6418345,0.17731512,1.4029309,0.074591726,-0.9982649
attn_0_2_outputs,_,-0.20645045,0.45188114,1.2746205,0.16379736,-2.256577
attn_0_2_outputs,_,-0.6309438,0.22902137,1.1308424,1.4613221,-2.0612497
attn_0_2_outputs,_,-1.31138,-0.18103693,1.3243763,2.353791,-2.152566
attn_0_2_outputs,_,-1.4631529,0.040145323,1.5161743,2.366296,-2.353891
attn_0_2_outputs,_,-1.1615087,-0.19503823,1.3349508,2.4074621,-2.3818302
attn_0_3_outputs,0,0.079758756,0.97083896,-1.1228946,-0.9371614,-0.9668835
attn_0_3_outputs,1,-2.3753376,-1.703401,0.0152095165,1.067871,1.2629257
attn_0_3_outputs,2,-3.2157218,-1.3712099,2.0904632,-0.33548975,0.10950751
attn_0_3_outputs,3,-3.829142,-1.5095434,-0.38404414,2.526556,0.57737017
attn_0_3_outputs,4,-2.5851173,-2.214022,0.091326766,1.2907635,2.091399
attn_0_3_outputs,</s>,-11.153959,-3.2869534,2.0322506,3.0573158,2.91418
attn_0_3_outputs,<pad>,-1.0262039,-0.8831158,-0.39179036,0.37840474,1.3618822
