feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,0,1.9196543,-0.22707094,0.7298856,-0.07636377,-0.19963804,0.6156722,-3.9431217
attn_0_0_outputs,1,-1.0633221,-0.1083166,-0.15400244,-0.021072611,-0.09861755,-0.31477717,0.17777118
attn_0_0_outputs,2,-0.6181673,-0.04821005,0.081301786,0.26795343,0.2697005,0.6719304,-0.05532958
attn_0_0_outputs,3,-0.91884005,0.57351863,0.10821699,0.6788799,0.6268003,0.104953036,-0.1350495
attn_0_0_outputs,4,-1.4974829,1.2836188,-0.059010923,0.23690566,0.65322375,0.040342424,0.99057424
attn_0_0_outputs,5,0.2583186,-0.14853847,0.017628565,0.6324116,0.37547618,0.18907617,-0.10321021
attn_0_0_outputs,<pad>,-0.17814197,-0.06974574,-0.24612714,0.082244135,0.2588311,-0.4281801,0.5590082
attn_0_0_outputs,<s>,-2.159585,-0.5733448,-0.30174926,-0.052640785,-0.27923855,-0.2455939,5.03387
attn_0_0_outputs,_,-0.6800548,-0.492543,-0.3822331,0.5447534,0.25813794,0.9270972,-0.21408951
attn_0_0_outputs,_,0.27660164,-0.30809432,-0.7329865,0.7325258,0.29188126,-0.26001674,0.14052634
attn_0_0_outputs,_,0.08425624,0.25635797,-0.1927211,-0.4867867,0.21466993,0.25500682,0.35726288
attn_0_0_outputs,_,-0.07914827,0.39266786,-0.31250367,0.12815416,-0.18995483,-0.26519898,-0.11830571
attn_0_0_outputs,_,-0.56042075,-0.53558296,-0.12610835,-0.25942203,-0.4609516,0.9360937,0.07570666
attn_0_0_outputs,_,-0.8752728,-0.23067677,0.08554727,0.047428574,-0.08780246,-0.26432812,0.28548053
attn_0_0_outputs,_,-0.43376106,0.3257669,0.21236531,0.07324947,-0.39983565,1.7579496,-0.14220946
attn_0_0_outputs,_,-0.38044432,0.41503793,0.06296811,-0.0084584225,0.47972336,0.18863548,0.027917279
attn_0_0_outputs,_,-0.072356045,0.13110442,-0.40617263,-0.8572355,-0.12116031,0.99419457,0.030157395
attn_0_0_outputs,_,0.22678988,0.35007784,0.045491166,0.21135294,-0.3592064,1.0044597,-0.45658842
attn_0_0_outputs,_,-0.46913952,0.40902948,-0.45036778,0.41625762,0.014813202,-0.53254825,-0.056318983
attn_0_0_outputs,_,-0.3585359,-0.5444432,-0.032981317,-0.086651824,-0.33567712,0.5360988,0.8814152
attn_0_0_outputs,_,-0.5400271,-0.17667547,-0.23082387,-0.0036173859,-0.05184232,0.041054387,0.8640517
attn_0_0_outputs,_,0.16649874,0.46262595,-0.72435224,0.66991544,-0.6612121,-0.049850598,0.50898594
attn_0_0_outputs,_,-1.4786758,0.13338764,-0.04994488,0.041734923,0.17477311,1.0021819,-0.4339582
attn_0_0_outputs,_,0.16635412,-0.15228264,0.2508656,0.04216964,-0.058740724,-0.47061452,-0.15101951
attn_0_0_outputs,_,-0.70944065,1.1529425,-0.21461062,0.18260407,0.6877035,-0.11916228,0.59786224
attn_0_0_outputs,_,0.7100556,-0.75041246,0.34052107,-0.08084203,0.38770023,-0.07881541,0.49814895
attn_0_0_outputs,_,0.38892525,-0.8375222,-0.17752206,0.08735707,0.8773661,-0.078067794,0.18874092
attn_0_0_outputs,_,-0.49690557,0.08028498,-0.07513035,-0.8050572,0.27466,-0.10464199,0.39701882
attn_0_0_outputs,_,0.40942237,-0.052803475,-0.62892616,-0.6253475,0.107415624,0.22587389,-0.4023582
attn_0_0_outputs,_,-0.40871912,-0.2057583,0.42776883,-0.6108779,0.41270563,1.0373251,0.63158596
attn_0_0_outputs,_,0.08843065,0.48939967,0.90979856,0.37446734,2.1381067e-05,-0.30590412,-0.09143301
attn_0_0_outputs,_,-0.14135225,-0.38632646,-0.17749037,0.121265985,-0.01929121,0.09773829,-0.12421757
attn_0_0_outputs,_,0.68103206,-0.013233311,-0.4935417,-1.031844,1.1521902,0.2314711,0.26641354
attn_0_0_outputs,_,-0.41417003,-0.19754788,0.45340303,0.08023516,0.54515433,0.662254,0.012336206
attn_0_0_outputs,_,0.10152844,-0.95222527,-0.043165814,0.49713638,0.20020935,0.8860962,-0.36144122
attn_0_0_outputs,_,-0.2624918,0.44593117,-0.26569402,0.021195078,-0.10233754,0.27853242,-0.7409293
attn_0_0_outputs,_,-0.39028886,-0.24133731,-0.092431046,-0.61729556,0.7774964,0.19683021,-0.024231372
attn_0_0_outputs,_,-0.39760053,-0.3374354,-0.25307804,-0.56297725,-0.557618,1.0904918,-0.3597681
attn_0_0_outputs,_,-0.7210422,0.6257012,1.0345758,-0.6748234,0.49430844,-0.39567348,0.3656284
attn_0_0_outputs,_,-0.68979573,0.5606009,0.68648297,-0.39503783,-0.13073784,0.5153272,-0.43405437
attn_0_0_outputs,_,-0.09320413,-0.0060812267,0.30600375,0.35418767,-0.3610384,0.9008628,-0.04874367
attn_0_0_outputs,_,-0.73015976,-1.04146,-0.026082642,-0.9153413,0.26118487,-0.5386401,-0.48865676
attn_0_0_outputs,_,-0.19635774,-0.7484406,0.8056083,-0.6968682,0.15351927,0.83766216,-0.26475725
attn_0_0_outputs,_,-0.08615382,-0.07146172,-0.01329272,0.315043,-0.5747542,0.53738374,-0.02652034
attn_0_0_outputs,_,0.17242853,-0.09533151,0.19975387,-0.3010331,-0.049674425,0.7335607,-0.35273433
attn_0_0_outputs,_,-0.31914985,-0.6709865,-0.72110635,-0.626558,0.38511416,0.60409033,0.1799383
attn_0_0_outputs,_,-0.108274646,0.025972456,-0.102144204,-0.090781145,0.5656671,0.8178106,-0.16893654
attn_0_0_outputs,_,0.82260287,-0.7043204,-0.51643646,0.36070687,0.21489279,0.38919225,0.45314738
attn_0_0_outputs,_,0.18174067,-0.50778043,0.56734884,-0.7979275,0.48840293,-0.13415632,0.07771062
attn_0_0_outputs,_,-0.83848804,-0.22070889,0.5606667,0.6463838,0.45808336,0.47641817,0.38553867
attn_0_1_outputs,0,2.2569466,-0.57638556,-0.28445384,-0.2746819,-0.6117987,0.04903235,-4.1080008
attn_0_1_outputs,1,-0.7347252,0.5999225,-0.22544071,-0.10963504,0.17990279,-0.21491574,-0.7345954
attn_0_1_outputs,2,-0.08028003,-0.4670723,-0.02098001,-0.21903369,0.3820102,-0.07761358,-0.19072768
attn_0_1_outputs,3,-0.60677373,0.7559635,0.15416183,-0.019624403,0.29792044,0.30277172,-1.0627438
attn_0_1_outputs,4,-1.020879,-0.024989448,0.29572755,0.33218837,0.4533987,0.066329494,0.02387727
attn_0_1_outputs,5,-0.5683111,0.7485188,-0.03857829,0.11714862,0.38264427,0.29600072,-1.3724957
attn_0_1_outputs,<pad>,0.099599,-0.10915349,-0.052384242,0.048326444,-0.5562437,-0.44228572,0.46852958
