feature,value,0,1,2,3,4
attn_0_0_outputs,0,3.748993,-0.5885741,-0.6102898,-1.3566225,-3.9623027
attn_0_0_outputs,1,1.7468163,1.5464519,-1.9549861,0.38016003,-2.9766488
attn_0_0_outputs,2,-0.49414295,-0.276083,0.12354165,1.2233672,-0.34066036
attn_0_0_outputs,3,-0.69934624,0.11049124,0.11383493,1.4943945,-1.0048584
attn_0_0_outputs,4,-7.856233,-2.5872357,-0.3507786,-1.0084232,7.6673203
attn_0_0_outputs,</s>,-0.18667056,-0.23525932,-0.19856083,0.21683255,0.011186846
attn_0_0_outputs,<pad>,-0.5050103,0.1955395,-0.33513597,0.675729,0.5214097
attn_0_0_outputs,<s>,0.73690164,-0.61755985,0.66547674,1.4101149,-3.1365528
attn_0_1_outputs,0,2.1266763,0.80767536,-0.37380978,-0.766829,-3.5897813
attn_0_1_outputs,1,2.748547,3.205426,0.06217451,-1.1228654,-4.5293303
attn_0_1_outputs,2,0.47325814,1.2299415,1.2514455,-0.001620734,-3.176149
attn_0_1_outputs,3,-0.7053835,-0.41189685,0.7341723,2.9216964,-3.996776
attn_0_1_outputs,4,-2.6210566,-1.9521829,-1.0136027,0.6264514,3.6607668
attn_0_1_outputs,</s>,-5.462833,-4.707764,-2.9609032,2.2701387,8.328274
attn_0_1_outputs,<pad>,0.403611,-0.25035226,-0.29804036,-0.6517036,-0.18594912
attn_0_1_outputs,<s>,-4.083706,-2.4011183,0.5998993,-0.6168639,6.880918
attn_0_2_outputs,0,1.2306976,0.46897033,-0.33130032,-0.5651549,-1.858831
attn_0_2_outputs,1,0.39747024,1.1988909,-0.07885745,-0.4830891,-0.48145992
attn_0_2_outputs,2,-0.3902354,-0.18319008,0.25821328,0.23606934,0.06014245
attn_0_2_outputs,3,-1.2266272,-0.7710513,0.3532546,2.0628695,0.27730057
attn_0_2_outputs,4,-2.6952894,-2.1492445,-1.0494571,0.3918721,3.864282
attn_0_2_outputs,</s>,-0.03536118,-0.20559336,-0.008745585,0.6776344,0.2670933
attn_0_2_outputs,<pad>,0.3122346,-0.34316352,0.1688577,0.077339865,0.40180892
